hgnc_symbol,gene_biotype
FAM166B,protein_coding
FAM167A,protein_coding
FAM167B,protein_coding
FAM168A,protein_coding
FAM168B,protein_coding
FAM169A,protein_coding
FAM171A2,protein_coding
FAM171B,protein_coding
FAM172A,protein_coding
FAM172BP,pseudogene
FAM173A,protein_coding
FAM173B,protein_coding
FAM174A,protein_coding
FAM174B,protein_coding
FAM175A,protein_coding
FAM175B,protein_coding
FAM177A1,protein_coding
FAM177B,protein_coding
FAM178A,protein_coding
FAM178B,protein_coding
FAM179A,protein_coding
FAM179B,protein_coding
FAM180B,protein_coding
FAM182B,protein_coding
FAM183B,protein_coding
FAM184A,protein_coding
FAM184B,protein_coding
FAM185A,protein_coding
FAM185BP,pseudogene
FAM188A,protein_coding
FAM188B,protein_coding
FAM189A1,protein_coding
FAM189A2,protein_coding
FAM189B,protein_coding
FAM192A,protein_coding
FAM193A,protein_coding
FAM193B,protein_coding
FAM194A,protein_coding
FAM195A,protein_coding
FAM195B,protein_coding
FAM196A,protein_coding
FAM196B,protein_coding
FAM198B,protein_coding
FAM199X,protein_coding
FAM19A2,protein_coding
FAM200A,protein_coding
FAM200B,protein_coding
FAM204A,protein_coding
FAM204BP,pseudogene
FAM204CP,pseudogene
FAM206A,protein_coding
FAM207A,protein_coding
FAM207BP,pseudogene
FAM208A,protein_coding
FAM208B,protein_coding
FAM209A,protein_coding
FAM209B,protein_coding
FAM20A,protein_coding
FAM20B,protein_coding
FAM20C,protein_coding
FAM210A,protein_coding
FAM210B,protein_coding
FAM210CP,pseudogene
FAM211A,protein_coding
FAM211B,protein_coding
FAM212A,protein_coding
FAM212B,protein_coding
FAM213A,protein_coding
FAM213B,protein_coding
FAM214A,protein_coding
FAM214B,protein_coding
FAM215B,sense_intronic
FAM216A,protein_coding
FAM217A,protein_coding
FAM217B,protein_coding
FAM219A,protein_coding
FAM219B,protein_coding
FAM21A,protein_coding
FAM21B,protein_coding
FAM21C,protein_coding
FAM21FP,pseudogene
FAM220A,protein_coding
FAM221A,protein_coding
FAM221B,protein_coding
FAM222A,protein_coding
FAM222B,protein_coding
FAM225A,lincRNA
FAM225B,lincRNA
FAM227A,protein_coding
FAM227B,protein_coding
FAM228A,protein_coding
FAM228B,protein_coding
FAM229A,protein_coding
FAM229B,protein_coding
FAM24B,protein_coding
FAM26E,protein_coding
FAM26F,protein_coding
FAM27A,protein_coding
FAM27E2,protein_coding
FAM32A,protein_coding
FAM32B,pseudogene
FAM35A,protein_coding
FAM35DP,pseudogene
FAM3A,protein_coding
FAM3B,protein_coding
FAM3C,protein_coding
FAM3C2,pseudogene
FAM3D,protein_coding
FAM41C,lincRNA
FAM43A,protein_coding
FAM45A,protein_coding
FAM45B,pseudogene
FAM46A,protein_coding
FAM46B,protein_coding
FAM46C,protein_coding
FAM47E,protein_coding
FAM47E-STBD1,protein_coding
FAM49A,protein_coding
FAM49B,protein_coding
FAM50A,protein_coding
FAM50B,protein_coding
FAM53A,protein_coding
FAM53B,protein_coding
FAM53C,protein_coding
FAM57A,protein_coding
FAM57B,protein_coding
FAM58A,protein_coding
FAM60A,protein_coding
FAM60CP,pseudogene
FAM63A,protein_coding
FAM63B,protein_coding
FAM64A,protein_coding
FAM65A,protein_coding
FAM65B,protein_coding
FAM65C,protein_coding
FAM66C,antisense
FAM66D,antisense
FAM69A,protein_coding
FAM69B,protein_coding
FAM69C,protein_coding
FAM71A,protein_coding
FAM71D,protein_coding
FAM71F2,protein_coding
FAM72A,protein_coding
FAM72B,protein_coding
FAM72C,protein_coding
FAM72D,protein_coding
FAM73A,protein_coding
FAM73B,protein_coding
FAM76A,protein_coding
FAM76B,protein_coding
FAM78A,protein_coding
FAM81A,protein_coding
FAM81B,protein_coding
FAM83A,protein_coding
FAM83C,protein_coding
FAM83F,protein_coding
FAM83G,protein_coding
FAM83H,protein_coding
FAM83H-AS1,lincRNA
FAM83H-AS1,processed_transcript
FAM84B,protein_coding
FAM85B,antisense
FAM86A,protein_coding
FAM86B3P,pseudogene
FAM86C1,protein_coding
FAM86C2P,pseudogene
FAM86DP,pseudogene
FAM86EP,pseudogene
FAM86FP,pseudogene
FAM86HP,pseudogene
FAM86JP,pseudogene
FAM86KP,pseudogene
FAM87B,lincRNA
FAM89A,protein_coding
FAM89B,protein_coding
FAM8A1,protein_coding
FAM90A1,protein_coding
FAM91A1,protein_coding
FAM92A1,protein_coding
FAM92B,protein_coding
FAM96A,protein_coding
FAM96AP2,pseudogene
FAM96B,protein_coding
FAM98A,protein_coding
FAM98B,protein_coding
FAM98C,protein_coding
FAM9B,protein_coding
FAM9C,protein_coding
FAN1,protein_coding
FANCA,protein_coding
FANCB,protein_coding
FANCC,protein_coding
FANCD2,protein_coding
FANCE,protein_coding
FANCF,protein_coding
FANCG,protein_coding
FANCI,protein_coding
FANCL,protein_coding
FANCM,protein_coding
FANK1,protein_coding
FAP,protein_coding
FAR1,protein_coding
FAR1-IT1,sense_intronic
FAR2,protein_coding
FARP1,protein_coding
FARP1-AS1,antisense
FARP2,protein_coding
FARS2,protein_coding
FARSA,protein_coding
FARSB,protein_coding
FARSBP1,pseudogene
FAS,protein_coding
FASN,protein_coding
FASTK,protein_coding
FASTKD1,protein_coding
FASTKD2,protein_coding
FASTKD3,protein_coding
FASTKD5,protein_coding
FAT1,protein_coding
FAT2,protein_coding
FAT3,protein_coding
FAT4,protein_coding
FAU,protein_coding
FAUP1,pseudogene
FAXC,protein_coding
FAXDC2,protein_coding
FBF1,protein_coding
FBL,protein_coding
FBLIM1,protein_coding
FBLN1,protein_coding
FBLN2,protein_coding
FBLN5,protein_coding
FBN1,protein_coding
FBN2,protein_coding
FBN3,protein_coding
FBP1,protein_coding
FBRS,protein_coding
FBRSL1,protein_coding
FBXL12,protein_coding
FBXL13,protein_coding
FBXL14,protein_coding
FBXL15,protein_coding
FBXL16,protein_coding
FBXL17,protein_coding
FBXL18,protein_coding
FBXL19,protein_coding
FBXL19-AS1,antisense
FBXL2,protein_coding
FBXL20,protein_coding
FBXL22,protein_coding
FBXL3,protein_coding
FBXL4,protein_coding
FBXL5,protein_coding
FBXL6,protein_coding
FBXL7,protein_coding
FBXL8,protein_coding
FBXO10,protein_coding
FBXO11,protein_coding
FBXO15,protein_coding
FBXO18,protein_coding
FBXO21,protein_coding
FBXO22,protein_coding
FBXO24,protein_coding
FBXO25,protein_coding
FBXO27,protein_coding
FBXO28,protein_coding
FBXO3,protein_coding
FBXO30,protein_coding
FBXO31,protein_coding
FBXO32,protein_coding
FBXO33,protein_coding
FBXO34,protein_coding
FBXO36,protein_coding
FBXO38,protein_coding
FBXO4,protein_coding
FBXO40,protein_coding
FBXO41,protein_coding
FBXO42,protein_coding
FBXO43,protein_coding
FBXO44,protein_coding
FBXO45,protein_coding
FBXO46,protein_coding
FBXO48,protein_coding
FBXO5,protein_coding
FBXO6,protein_coding
FBXO7,protein_coding
FBXO8,protein_coding
FBXO9,protein_coding
FBXW11,protein_coding
FBXW12,protein_coding
FBXW2,protein_coding
FBXW4,protein_coding
FBXW5,protein_coding
FBXW7,protein_coding
FBXW8,protein_coding
FBXW9,protein_coding
FCAR,protein_coding
FCER1A,protein_coding
FCER1G,protein_coding
FCER2,protein_coding
FCF1,protein_coding
FCF1P1,pseudogene
FCF1P2,pseudogene
FCGBP,protein_coding
FCGR1A,protein_coding
FCGR1B,protein_coding
FCGR1C,pseudogene
FCGR2A,protein_coding
FCGR2B,protein_coding
FCGR2C,polymorphic_pseudogene
FCGR3A,protein_coding
FCGR3B,protein_coding
FCGRT,protein_coding
FCHO1,protein_coding
FCHO2,protein_coding
FCHSD1,protein_coding
FCHSD2,protein_coding
FCN1,protein_coding
FCN2,protein_coding
FCRL1,protein_coding
FCRL3,protein_coding
FCRL5,protein_coding
FCRL6,protein_coding
FCRLA,protein_coding
FCRLB,protein_coding
FDFT1,protein_coding
FDPS,protein_coding
FDPSP1,pseudogene
FDPSP5,pseudogene
FDPSP8,pseudogene
FDX1,protein_coding
FDX1L,protein_coding
FDX1P1,pseudogene
FDXACB1,protein_coding
FDXR,protein_coding
FECH,protein_coding
FEM1A,protein_coding
FEM1B,protein_coding
FEM1C,protein_coding
FEN1,protein_coding
FER,protein_coding
FER1L4,pseudogene
FER1L5,pseudogene
FERMT1,protein_coding
FERMT2,protein_coding
FERMT3,protein_coding
FES,protein_coding
FETUB,protein_coding
FEZ1,protein_coding
FEZ2,protein_coding
FEZF2,protein_coding
FFAR2,protein_coding
FFAR3,protein_coding
FFAR4,protein_coding
FGD1,protein_coding
FGD2,protein_coding
FGD3,protein_coding
FGD4,protein_coding
FGD5,protein_coding
FGD5-AS1,antisense
FGD6,protein_coding
FGF11,protein_coding
FGF12,protein_coding
FGF13,protein_coding
FGF14-AS2,lincRNA
FGF17,protein_coding
FGF18,protein_coding
FGF20,protein_coding
FGF22,protein_coding
FGF23,protein_coding
FGF4,protein_coding
FGF7,protein_coding
FGF9,protein_coding
FGFBP2,protein_coding
FGFBP3,protein_coding
FGFR1,protein_coding
FGFR1OP,protein_coding
FGFR1OP2,protein_coding
FGFR2,protein_coding
FGFR3,protein_coding
FGFRL1,protein_coding
FGGY,protein_coding
FGL2,protein_coding
FGR,protein_coding
FH,protein_coding
FHAD1,protein_coding
FHDC1,protein_coding
FHIT,protein_coding
FHL1,protein_coding
FHL2,protein_coding
FHL3,protein_coding
FHOD1,protein_coding
FHOD3,protein_coding
FHP1,pseudogene
FIBCD1,protein_coding
FIBP,protein_coding
FICD,protein_coding
FIG4,protein_coding
FIGLA,protein_coding
FIGN,protein_coding
FIGNL1,protein_coding
FILIP1,protein_coding
FILIP1L,protein_coding
FIP1L1,protein_coding
FIS1,protein_coding
FITM1,protein_coding
FITM2,protein_coding
FIZ1,protein_coding
FJX1,protein_coding
FKBP10,protein_coding
FKBP11,protein_coding
FKBP14,protein_coding
FKBP15,protein_coding
FKBP1A,protein_coding
FKBP1B,protein_coding
FKBP1C,protein_coding
FKBP2,protein_coding
FKBP3,protein_coding
FKBP4,protein_coding
FKBP4P1,pseudogene
FKBP5,protein_coding
FKBP6,protein_coding
FKBP7,protein_coding
FKBP8,protein_coding
FKBP9,protein_coding
FKBPL,protein_coding
FKRP,protein_coding
FKTN,protein_coding
FLAD1,protein_coding
FLCN,protein_coding
FLG-AS1,antisense
FLI1,protein_coding
FLII,protein_coding
FLNA,protein_coding
FLNB,protein_coding
FLNB-AS1,antisense
FLNC,protein_coding
FLOT1,protein_coding
FLOT2,protein_coding
FLRT1,protein_coding
FLRT2,protein_coding
FLT1,protein_coding
FLT3,protein_coding
FLT3LG,protein_coding
FLT4,protein_coding
FLVCR1,protein_coding
FLVCR1-AS1,lincRNA
FLVCR2,protein_coding
FLYWCH1,protein_coding
FLYWCH2,protein_coding
FMN1,protein_coding
FMN2,protein_coding
FMNL1,protein_coding
FMNL2,protein_coding
FMNL3,protein_coding
FMO2,protein_coding
FMO4,protein_coding
FMO5,protein_coding
FMR1,protein_coding
FMR1-AS1,processed_transcript
FMR1-IT1,sense_intronic
FN1,protein_coding
FN3K,protein_coding
FN3KRP,protein_coding
FNBP1,protein_coding
FNBP1L,protein_coding
FNBP1P1,pseudogene
FNBP4,protein_coding
FNDC1,protein_coding
FNDC3A,protein_coding
FNDC3B,protein_coding
FNDC5,protein_coding
FNDC7,protein_coding
FNIP1,protein_coding
FNIP2,protein_coding
FNTA,protein_coding
FNTB,protein_coding
FOCAD,protein_coding
FOLH1,protein_coding
FOLR2,protein_coding
FOLR3,protein_coding
FOPNL,protein_coding
FOS,protein_coding
FOSB,protein_coding
FOSL1,protein_coding
FOSL2,protein_coding
FOXA1,protein_coding
FOXA2,protein_coding
FOXC1,protein_coding
FOXD2,protein_coding
FOXD2-AS1,antisense
FOXE3,protein_coding
FOXF1,protein_coding
FOXI1,protein_coding
FOXJ1,protein_coding
FOXJ2,protein_coding
FOXJ3,protein_coding
FOXK1,protein_coding
FOXK2,protein_coding
FOXL1,protein_coding
FOXL2,protein_coding
FOXM1,protein_coding
FOXN2,protein_coding
FOXN3,protein_coding
FOXN3-AS1,antisense
FOXN3-AS2,antisense
FOXO1,protein_coding
FOXO3,protein_coding
FOXO4,protein_coding
FOXO6,protein_coding
FOXP1,protein_coding
FOXP1-AS1,antisense
FOXP1-IT1,sense_intronic
FOXP2,protein_coding
FOXP3,protein_coding
FOXP4,protein_coding
FOXQ1,protein_coding
FOXRED1,protein_coding
FOXRED2,protein_coding
FPGS,protein_coding
FPGT,protein_coding
FPGT-TNNI3K,protein_coding
FPR1,protein_coding
FPR2,protein_coding
FPR3,protein_coding
FRA10AC1,protein_coding
FRAT1,protein_coding
FRAT2,protein_coding
FREM1,protein_coding
FREM2,protein_coding
FRG1,protein_coding
FRG1B,protein_coding
FRG2,protein_coding
FRMD1,protein_coding
FRMD3,protein_coding
FRMD4A,protein_coding
FRMD4B,protein_coding
FRMD6,protein_coding
FRMD7,protein_coding
FRMD8,protein_coding
FRMPD1,protein_coding
FRMPD2,protein_coding
FRMPD3,protein_coding
FRMPD4,protein_coding
FRRS1,protein_coding
FRS2,protein_coding
FRS3,protein_coding
FRY,protein_coding
FRY-AS1,antisense
FRYL,protein_coding
FSCN1,protein_coding
FSCN3,protein_coding
FSD1L,protein_coding
FSD2,protein_coding
FSIP1,protein_coding
FSIP2,protein_coding
FSTL1,protein_coding
FSTL3,protein_coding
FSTL4,protein_coding
FSTL5,protein_coding
FTCD,protein_coding
FTCDNL1,protein_coding
FTH1,protein_coding
FTH1P1,pseudogene
FTH1P10,pseudogene
FTH1P11,pseudogene
FTH1P12,pseudogene
FTH1P15,pseudogene
FTH1P16,pseudogene
FTH1P2,pseudogene
FTH1P20,pseudogene
FTH1P21,pseudogene
FTH1P23,pseudogene
FTH1P24,pseudogene
FTH1P3,pseudogene
FTH1P4,pseudogene
FTH1P5,pseudogene
FTH1P6,pseudogene
FTH1P7,pseudogene
FTH1P8,pseudogene
FTL,protein_coding
FTLP1,pseudogene
FTLP14,pseudogene
FTLP15,pseudogene
FTLP17,pseudogene
FTLP2,pseudogene
FTLP3,pseudogene
FTLP5,pseudogene
FTLP8,pseudogene
FTO,protein_coding
FTO-IT1,sense_intronic
FTOP1,pseudogene
FTSJ1,protein_coding
FTSJ2,protein_coding
FTSJ3,protein_coding
FTX,lincRNA
FUBP1,protein_coding
FUBP3,protein_coding
FUCA1,protein_coding
FUCA2,protein_coding
FUK,protein_coding
FUNDC1,protein_coding
FUNDC2,protein_coding
FUNDC2P4,pseudogene
FUOM,protein_coding
FURIN,protein_coding
FUS,protein_coding
FUT10,protein_coding
FUT11,protein_coding
FUT2,protein_coding
FUT4,protein_coding
FUT7,protein_coding
FUT8,protein_coding
FUZ,protein_coding
FXN,protein_coding
FXR1,protein_coding
FXR2,protein_coding
FXYD1,protein_coding
FXYD2,protein_coding
FXYD5,protein_coding
FXYD6,protein_coding
FXYD7,protein_coding
FYB,protein_coding
FYCO1,protein_coding
FYN,protein_coding
FYTTD1,protein_coding
FZD1,protein_coding
FZD10-AS1,processed_transcript
FZD2,protein_coding
FZD3,protein_coding
FZD4,protein_coding
FZD5,protein_coding
FZD6,protein_coding
FZD8,protein_coding
FZR1,protein_coding
G0S2,protein_coding
G2E3,protein_coding
G3BP1,protein_coding
G3BP2,protein_coding
G6PC3,protein_coding
G6PD,protein_coding
GAA,protein_coding
GAB1,protein_coding
GAB2,protein_coding
GAB3,protein_coding
GABARAP,protein_coding
GABARAPL1,protein_coding
GABARAPL2,protein_coding
GABARAPL3,protein_coding
GABBR1,protein_coding
GABBR2,protein_coding
GABPA,protein_coding
GABPB1,protein_coding
GABPB1-AS1,processed_transcript
GABPB2,protein_coding
GABRA1,protein_coding
GABRA2,protein_coding
GABRA4,protein_coding
GABRB1,protein_coding
GABRB2,protein_coding
GABRB3,protein_coding
GABRD,protein_coding
GABRG1,protein_coding
GABRR2,protein_coding
GAD1,protein_coding
GAD2,protein_coding
GADD45A,protein_coding
GADD45B,protein_coding
GADD45G,protein_coding
GADD45GIP1,protein_coding
GADL1,protein_coding
GAK,protein_coding
GAL3ST3,protein_coding
GAL3ST4,protein_coding
GALC,protein_coding
GALE,protein_coding
GALK1,protein_coding
GALK2,protein_coding
GALM,protein_coding
GALNS,protein_coding
GALNT1,protein_coding
GALNT10,protein_coding
GALNT11,protein_coding
GALNT12,protein_coding
GALNT13,protein_coding
GALNT14,protein_coding
GALNT16,protein_coding
GALNT2,protein_coding
GALNT3,protein_coding
GALNT5,protein_coding
GALNT6,protein_coding
GALNT7,protein_coding
GALNTL5,protein_coding
GALNTL6,protein_coding
GALR2,protein_coding
GALT,protein_coding
GAMT,protein_coding
GAN,protein_coding
GANAB,protein_coding
GANC,protein_coding
GAP43,protein_coding
GAPDH,protein_coding
GAPDHP1,pseudogene
GAPDHP14,pseudogene
GAPDHP2,pseudogene
GAPDHP21,pseudogene
GAPDHP25,pseudogene
GAPDHP28,pseudogene
GAPDHP31,pseudogene
GAPDHP39,pseudogene
GAPDHP40,pseudogene
GAPDHP42,pseudogene
GAPDHP44,pseudogene
GAPDHP45,pseudogene
GAPDHP61,pseudogene
GAPDHP63,pseudogene
GAPDHP65,pseudogene
GAPDHP67,pseudogene
GAPDHP68,pseudogene
GAPDHP69,pseudogene
GAPDHP70,pseudogene
GAPDHP71,pseudogene
GAPDHP72,pseudogene
GAPDHP73,pseudogene
GAPDHS,protein_coding
GAPT,protein_coding
GAPVD1,protein_coding
GAR1,protein_coding
GAREM,protein_coding
GAREML,protein_coding
GARNL3,protein_coding
GARS,protein_coding
GART,protein_coding
GAS1,protein_coding
GAS2,protein_coding
GAS2L1,protein_coding
GAS2L3,protein_coding
GAS5,processed_transcript
GAS5-AS1,antisense
GAS6,protein_coding
GAS6-AS1,antisense
GAS7,protein_coding
GAS8,protein_coding
GATA2,protein_coding
GATA3,protein_coding
GATA6,protein_coding
GATAD1,protein_coding
GATAD2A,protein_coding
GATAD2B,protein_coding
GATC,protein_coding
GATM,protein_coding
GATS,protein_coding
GATSL3,protein_coding
GBA,protein_coding
GBA2,protein_coding
GBA3,polymorphic_pseudogene
GBAP1,pseudogene
GBAS,protein_coding
GBE1,protein_coding
GBF1,protein_coding
GBGT1,protein_coding
GBP1,protein_coding
GBP1P1,pseudogene
GBP2,protein_coding
GBP3,protein_coding
GBP4,protein_coding
GBP5,protein_coding
GBP7,protein_coding
GBX1,protein_coding
GBX2,protein_coding
GCA,protein_coding
GCAT,protein_coding
GCC1,protein_coding
GCC2,protein_coding
GCDH,protein_coding
GCFC2,protein_coding
GCGR,protein_coding
GCH1,protein_coding
GCHFR,protein_coding
GCLC,protein_coding
GCLM,protein_coding
GCM1,protein_coding
GCM2,protein_coding
GCN1L1,protein_coding
GCNT1,protein_coding
GCNT1P3,pseudogene
GCNT2,protein_coding
GCNT4,protein_coding
GCNT6,protein_coding
GCOM2,pseudogene
GCSAM,protein_coding
GCSAML,protein_coding
GCSAML-AS1,antisense
GCSH,protein_coding
GCSHP5,pseudogene
GDA,protein_coding
GDAP1,protein_coding
GDAP2,protein_coding
GDE1,protein_coding
GDF10,protein_coding
GDF11,protein_coding
GDF15,protein_coding
GDF5OS,protein_coding
GDF7,protein_coding
GDF9,protein_coding
GDI1,protein_coding
GDI2,protein_coding
GDI2P2,pseudogene
GDNF,protein_coding
GDPD1,protein_coding
GDPD3,protein_coding
GDPD5,protein_coding
GDPGP1,protein_coding
GEM,protein_coding
GEMIN2,protein_coding
GEMIN4,protein_coding
GEMIN5,protein_coding
GEMIN6,protein_coding
GEMIN7,protein_coding
GEMIN8,protein_coding
GEN1,protein_coding
GET4,protein_coding
GFAP,protein_coding
GFER,protein_coding
GFI1,protein_coding
GFI1B,protein_coding
GFM1,protein_coding
GFM2,protein_coding
GFOD1,protein_coding
GFOD1-AS1,antisense
GFOD2,protein_coding
GFPT1,protein_coding
GFRA1,protein_coding
GFRA2,protein_coding
GGA1,protein_coding
GGA2,protein_coding
GGA3,protein_coding
GGACT,protein_coding
GGCT,protein_coding
GGCX,protein_coding
GGH,protein_coding
GGN,protein_coding
GGNBP2,protein_coding
GGPS1,protein_coding
GGT1,protein_coding
GGT5,protein_coding
GGT7,protein_coding
GGTA1P,pseudogene
GH1,protein_coding
GHDC,protein_coding
GHITM,protein_coding
GHR,protein_coding
GHRH,protein_coding
GHRL,protein_coding
GHRLOS,antisense
GID4,protein_coding
GID8,protein_coding
GIGYF1,protein_coding
GIGYF2,protein_coding
GIMAP1,protein_coding
GIMAP2,protein_coding
GIMAP4,protein_coding
GIMAP5,protein_coding
GIMAP6,protein_coding
GIMAP7,protein_coding
GIMAP8,protein_coding
GIN1,protein_coding
GINM1,protein_coding
GINS1,protein_coding
GINS2,protein_coding
GINS3,protein_coding
GINS4,protein_coding
GIPC1,protein_coding
GIPC3,protein_coding
GIPR,protein_coding
GIT1,protein_coding
GIT2,protein_coding
GJA1,protein_coding
GJA3,protein_coding
GJA5,protein_coding
GJA8,protein_coding
GJB2,protein_coding
GJC1,protein_coding
GJC2,protein_coding
GK,protein_coding
GK-AS1,antisense
GK-IT1,sense_intronic
GK5,protein_coding
GKAP1,protein_coding
GLA,protein_coding
GLB1,protein_coding
GLB1L,protein_coding
GLB1L2,protein_coding
GLB1L3,protein_coding
GLCCI1,protein_coding
GLCE,protein_coding
GLDN,protein_coding
GLE1,protein_coding
GLG1,protein_coding
GLI1,protein_coding
GLI4,protein_coding
GLIPR1,protein_coding
GLIPR1L1,protein_coding
GLIPR1L2,protein_coding
GLIPR2,protein_coding
GLIS1,protein_coding
GLIS3,protein_coding
GLMN,protein_coding
GLO1,protein_coding
GLOD4,protein_coding
GLP2R,protein_coding
GLRA1,protein_coding
GLRA3,protein_coding
GLRX,protein_coding
GLRX2,protein_coding
GLRX3,protein_coding
GLRX5,protein_coding
GLRXP3,pseudogene
GLS,protein_coding
GLS2,protein_coding
GLT1D1,protein_coding
GLT8D1,protein_coding
GLT8D2,protein_coding
GLTP,protein_coding
GLTPD1,protein_coding
GLTPD2,protein_coding
GLTSCR1,protein_coding
GLTSCR1L,protein_coding
GLTSCR2,protein_coding
GLUD1,protein_coding
GLUD1P3,pseudogene
GLUD2,protein_coding
GLUL,protein_coding
GLULP6,pseudogene
GLYATL1,protein_coding
GLYCTK,protein_coding
GLYR1,protein_coding
GM2A,protein_coding
GMCL1,protein_coding
GMCL1P1,pseudogene
GMDS,protein_coding
GMEB1,protein_coding
GMEB2,protein_coding
GMFB,protein_coding
GMFG,protein_coding
GMIP,protein_coding
GMNN,protein_coding
GMPPA,protein_coding
GMPPB,protein_coding
GMPR,protein_coding
GMPR2,protein_coding
GMPS,protein_coding
GMPSP1,pseudogene
GNA11,protein_coding
GNA12,protein_coding
GNA13,protein_coding
GNA15,protein_coding
GNAI1,protein_coding
GNAI2,protein_coding
GNAI3,protein_coding
GNAL,protein_coding
GNAO1,protein_coding
GNAQ,protein_coding
GNAS,protein_coding
GNAT1,protein_coding
GNAT2,protein_coding
GNAZ,protein_coding
GNB1,protein_coding
GNB1L,protein_coding
GNB2,protein_coding
GNB2L1,protein_coding
GNB3,protein_coding
GNB4,protein_coding
GNB5,protein_coding
GNE,protein_coding
GNG10,protein_coding
GNG11,protein_coding
GNG12,protein_coding
GNG2,protein_coding
GNG4,protein_coding
GNG5,protein_coding
GNG5P1,pseudogene
GNG5P2,protein_coding
GNG5P3,pseudogene
GNG7,protein_coding
GNG8,protein_coding
GNGT2,protein_coding
GNL1,protein_coding
GNL2,protein_coding
GNL3,protein_coding
GNL3L,protein_coding
GNL3LP1,pseudogene
